"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
-118.44,34.21,37,1665,335,1011,343,4.8703,185100
-118.44,34.21,20,5756,1477,4031,1369,3.2448,221200
-118.44,34.2,36,2698,623,1544,554,2.7375,234900
-118.44,34.2,35,1717,478,1628,495,2.5197,225600
-118.44,34.2,17,2934,950,2517,889,2.936,232500
-118.44,34.19,37,1516,344,983,347,5,243600
-118.44,34.19,19,3487,959,2278,835,2.6709,215500
-118.44,34.18,35,972,270,550,256,2.2461,215000
-118.44,34.18,33,2127,414,1056,391,4.375,286100
-118.44,34.18,17,1546,592,2423,556,2.1977,154200
-118.44,34.17,29,2685,642,1085,599,3.2763,279400
-118.44,34.16,35,3080,642,1362,623,4.1218,328500
-118.44,34.15,37,1335,286,539,279,3.2813,301700
-118.44,34.15,29,5474,1457,2352,1326,3.415,382500
-118.44,34.15,15,4420,1076,1669,1016,4.6375,359100
-118.44,34.09,36,3129,392,862,334,15.0001,500001
-118.44,34.07,35,1973,332,1257,296,8.9565,500001
-118.44,34.07,26,3535,748,1322,666,7.1674,500001
-118.44,34.07,21,730,263,965,224,2.0511,350000
-118.44,34.06,9,5102,1695,2609,1450,3.2545,500001
-118.44,34.06,28,3910,959,1763,867,5.5,500001
-118.44,34.06,14,520,292,282,213,2.2857,500001
-118.44,34.06,13,4833,1119,1649,807,6.2389,500001
-118.44,34.05,22,3970,871,1588,791,4.8618,500001
-118.44,34.05,20,5943,1538,2492,1429,4.1141,305000
-118.44,34.05,18,4780,1192,1886,1036,4.4674,500001
-118.44,34.05,15,5368,1312,2269,1232,5.7097,316700
-118.44,34.04,31,2670,662,1535,631,3.0714,347800
-118.44,34.04,16,18,6,3,4,0.536,350000
-118.44,34.03,41,1164,265,561,251,4.2411,350900
-118.44,34.03,37,975,189,489,202,4.2434,331000
-118.44,34.03,37,1193,205,488,224,3.625,357600
-118.44,34.03,30,1039,303,606,274,3.125,343800
-118.44,34.02,39,3278,632,1321,617,6.2917,465700
-118.44,34.02,37,1592,308,783,321,6.2583,386000
-118.44,34.02,32,2242,490,921,461,4.0429,500001
-118.44,34.01,43,1408,246,651,240,4.5795,4e+05
-118.44,34.01,42,2061,396,907,393,6.0804,420000
-118.44,34.01,41,1309,221,534,228,5.1708,418800
-118.44,34,44,1798,353,835,314,4.75,355800
-118.44,34,44,1462,338,821,341,2.599,362200
-118.44,34,41,1562,377,874,368,4.1083,324300
-118.44,34,40,1287,346,806,311,3.875,321300
-118.44,34,22,5822,1707,3335,1585,3.1579,243100
-118.44,33.99,43,1432,308,782,303,4.3333,303900
-118.44,33.96,33,2799,491,978,447,5.6435,500001
-118.44,33.88,35,2020,451,724,399,6.6494,500001
-118.44,33.81,33,3994,990,1647,931,5.0106,500001
-118.44,33.79,27,2141,260,635,240,11.6648,500001
-118.45,37.7,15,2199,453,899,347,2.35,107800
-118.45,37.37,26,3135,524,1385,523,4.337,139700
-118.45,35.62,18,2304,527,782,390,1.4141,75800
-118.45,35.58,16,5396,1182,1802,807,1.8819,69700
-118.45,34.44,16,13406,2574,7030,2440,4.6861,187900
-118.45,34.31,9,1739,358,820,323,4.0556,182500
-118.45,34.31,28,1532,287,977,275,4.4773,173100
-118.45,34.3,35,4085,919,3988,906,3.4812,160200
-118.45,34.3,27,2676,652,2661,623,4.3047,152100
-118.45,34.29,30,762,228,840,226,2.3375,154200
-118.45,34.28,38,1527,332,1303,340,3.5714,152000
-118.45,34.28,36,2602,638,2780,620,2.7155,149800
-118.45,34.27,35,1579,300,1012,265,5.1296,195900
-118.45,34.27,33,1194,229,839,230,3.705,185800
-118.45,34.26,35,1724,311,992,315,4.8359,195600
-118.45,34.26,35,1637,300,894,302,4.175,209600
-118.45,34.25,34,2094,380,1207,380,5.2801,212300
-118.45,34.24,7,3299,794,2343,647,3.0865,205900
-118.45,34.24,11,9053,2193,7096,2038,3.5082,136500
-118.45,34.23,15,5738,1767,4620,1581,2.3584,157600
-118.45,34.22,8,2609,786,1803,695,2.7714,185700
-118.45,34.22,24,3442,1168,4625,1097,2.0699,183000
-118.45,34.21,30,2331,733,2172,707,2.1888,195600
-118.45,34.2,19,3666,1150,2657,1090,2.9688,202100
-118.45,34.2,18,2729,800,2099,742,2.5842,230800
-118.45,34.19,11,2479,900,2466,855,2.2264,181300
-118.45,34.18,39,1810,388,839,380,3.7171,228800
-118.45,34.18,22,2516,826,3350,713,2.0192,158300
-118.45,34.17,33,3100,687,1388,658,4.3333,261300
-118.45,34.17,21,2152,527,996,470,3.2386,277300
-118.45,34.16,33,2544,500,1035,492,4.475,314800
-118.45,34.16,22,7828,2038,3303,1922,3.6171,318300
-118.45,34.16,22,4982,1358,2237,1220,3.7105,272600
-118.45,34.15,20,3876,799,1334,753,4.5656,478400
-118.45,34.15,10,1091,260,517,266,4.1727,332600
-118.45,34.14,33,1741,274,588,267,7.9625,490800
-118.45,34.1,31,6675,842,2092,796,11.8442,500001
-118.45,34.08,52,1500,176,384,145,7.1576,500001
-118.45,34.07,13,4284,1452,3806,1252,1.3125,350000
-118.45,34.06,52,204,34,1154,28,9.337,500001
-118.45,34.06,20,3367,1264,2667,1131,2.2444,5e+05
-118.45,34.05,23,4099,1287,2103,1217,3.7549,275000
-118.45,34.04,23,3771,1321,2031,1241,2.7679,277500
-118.45,34.04,22,3319,1045,1848,940,3.6673,283300
-118.45,34.04,19,3330,1010,1837,915,3.0173,393800
-118.45,34.03,45,727,168,520,175,2.6528,3e+05
-118.45,34.03,41,1240,320,711,304,3.3482,318100
-118.45,34.03,39,1657,402,931,363,3.7813,336300
-118.45,34.02,45,1230,201,565,219,6.3521,493400
-118.45,34.02,41,2956,700,1212,645,3.4583,421900
-118.45,34.01,40,1361,240,559,229,6.3516,354300
-118.45,34.01,37,1328,250,626,228,5.8666,440100
-118.45,34.01,36,2424,418,1123,417,6.4755,405800
-118.45,34,48,1923,408,1142,433,4.575,326700
-118.45,34,43,1606,408,862,354,3.962,345800
-118.45,34,39,1909,359,867,345,4.7,334700
-118.45,33.99,52,1829,472,779,424,3.1607,339000
-118.45,33.99,52,1010,244,573,242,4.1861,363200
-118.45,33.99,45,1132,269,654,264,4.5673,343100
-118.45,33.99,33,3125,785,1720,713,2.9722,325000
-118.45,33.99,26,1919,405,953,371,6.0672,420800
-118.45,33.96,36,2723,547,1090,519,6.3267,500001
-118.45,33.8,31,4803,575,1490,577,11.9993,500001
-118.46,35.13,19,3109,640,1457,620,2.6417,94900
-118.46,35.12,16,4084,812,2033,668,3.2405,85500
-118.46,34.42,25,2988,525,1884,513,4.7007,169500
-118.46,34.4,12,25957,4798,10475,4490,4.542,195300
-118.46,34.32,10,5777,1112,2917,1056,4.1514,194100
-118.46,34.31,24,2920,601,1460,598,4.2708,218200
-118.46,34.3,32,2424,476,2291,419,4.0337,158500
-118.46,34.29,24,3668,890,3151,810,3.0526,183300
-118.46,34.28,23,1663,302,1242,283,5.5931,217600
-118.46,34.27,30,1576,282,1004,284,4.8015,179700
-118.46,34.26,36,1394,254,761,262,4.9485,217100
-118.46,34.25,33,2202,433,1135,407,4.2143,224200
-118.46,34.25,32,2217,422,1064,427,3.6989,208600
-118.46,34.23,20,4609,1499,5349,1377,2.7121,169400
-118.46,34.23,19,9902,2814,7307,2660,2.585,145400
-118.46,34.23,16,6338,1768,4718,1632,3.0187,154600
-118.46,34.22,39,1500,333,998,309,3.9625,168200
-118.46,34.22,35,2288,617,2222,566,2.6299,170700
-118.46,34.22,31,2057,601,2397,579,2.871,184400
-118.46,34.21,7,2081,657,1456,535,3.5,186900
-118.46,34.2,22,4855,1350,2519,1258,3.0893,205600
-118.46,34.2,13,2926,816,1867,802,3.5255,202700
-118.46,34.19,35,1491,295,779,309,6.1142,256300
-118.46,34.19,20,5992,1820,4826,1632,2.7237,233500
-118.46,34.18,33,1791,386,844,397,4.5081,251400
-118.46,34.18,27,2582,719,2038,718,3.0877,174200
-118.46,34.17,22,6707,1737,2620,1610,3.1478,273700
-118.46,34.16,38,1495,300,598,280,3.4698,265400
-118.46,34.16,28,2795,622,1173,545,4.4423,280400
-118.46,34.16,16,4590,1200,2195,1139,3.8273,334900
-118.46,34.08,35,3247,525,1065,484,7.8426,500001
-118.46,34.07,43,2511,456,808,407,6.7703,500001
-118.46,34.06,46,1302,215,482,226,7.0674,500001
-118.46,34.06,20,5448,1532,2202,1442,4.2554,500001
-118.46,34.05,25,6902,2138,3136,1844,2.6509,410000
-118.46,34.05,25,4077,1151,1719,1017,3.7721,337500
-118.46,34.05,21,3639,1002,1489,983,4.6197,387500
-118.46,34.04,31,2621,707,1632,673,3.287,348100
-118.46,34.04,25,2768,850,1558,784,3.6976,360000
-118.46,34.04,25,2142,718,1390,699,3.0069,325000
-118.46,34.04,19,3522,1036,1820,977,3.2663,337500
-118.46,34.04,17,2729,897,1404,758,3.1235,420800
-118.46,34.03,39,1244,283,886,284,3.125,325000
-118.46,34.03,27,1965,631,1042,596,2.75,327300
-118.46,34.02,46,2571,502,1225,501,6.0436,473000
-118.46,34.02,45,3803,970,1690,871,3.0476,456200
-118.46,34.02,29,2329,833,1953,800,2.6639,233300
-118.46,34.01,48,1640,322,664,301,4,500001
-118.46,34.01,43,513,98,266,103,5.6428,343100
-118.46,34,52,888,206,376,194,3.875,372000
-118.46,34,44,941,230,493,206,3.6458,325800
-118.46,34,39,614,174,538,159,2.3542,235700
-118.46,34,39,4098,1100,2054,1053,2.918,345600
-118.46,34,37,388,83,248,84,5.1664,326700
-118.46,34,36,1392,260,679,247,4.7344,346900
-118.46,33.99,52,1158,253,528,253,3.5234,334700
-118.46,33.99,41,885,285,562,268,3.1992,303800
-118.46,33.99,37,1828,460,1075,453,4.337,360600
-118.46,33.99,35,1214,300,478,265,4.0156,500001
-118.46,33.98,32,2388,591,1009,556,5.2121,466700
-118.46,33.98,27,2217,520,806,458,3.8935,500001
-118.46,33.97,19,2461,521,777,447,10,500001
-118.46,33.97,19,1658,427,648,378,3.8698,500001
-118.46,33.97,18,9430,2473,3408,2003,6.1726,500001
-118.46,33.77,28,3065,406,1101,391,10.5536,500001
-118.47,35.72,18,4754,1075,1366,690,2.0694,81200
-118.47,35.64,17,2248,535,927,427,1.3023,68500
-118.47,34.42,25,3223,524,1763,508,5.2887,183000
-118.47,34.42,17,913,228,530,201,3.038,238500
-118.47,34.32,13,2664,518,1468,521,4.8988,325200
-118.47,34.29,18,4256,987,3401,955,4.2935,190000
-118.47,34.27,35,1150,185,741,178,5.741,220600
-118.47,34.27,33,1549,264,881,289,5.1408,222900
-118.47,34.27,17,1444,282,523,270,2.7353,192400
-118.47,34.26,35,1898,344,1123,347,5.5792,218400
-118.47,34.26,34,1300,289,650,291,3.8875,199200
-118.47,34.23,22,8350,2717,9135,2452,2.5008,160000
-118.47,34.21,34,2512,603,1805,584,2.9735,220000
-118.47,34.2,25,4590,1477,2723,1195,2.7118,281700
-118.47,34.2,20,3939,1143,2475,1002,2.9025,229100
-118.47,34.19,41,1104,196,495,196,5.0929,225000
-118.47,34.19,33,3879,943,2113,843,3.892,292900
-118.47,34.16,30,3823,740,1449,612,4.6,392500
-118.47,34.15,7,6306,1473,2381,1299,4.642,457300
-118.47,34.15,43,804,117,267,110,8.2269,500001
-118.47,34.14,36,2873,420,850,379,8.153,500001
-118.47,34.14,34,3646,610,1390,607,7.629,500001
-118.47,34.06,45,3030,433,916,399,9.4664,500001
-118.47,34.06,45,1271,190,419,171,7.6447,500001
-118.47,34.06,26,6577,1789,2937,1652,4.801,500001
-118.47,34.05,27,4401,1033,1725,962,4.175,500001
-118.47,34.05,25,2689,719,1229,663,3.5909,500001
-118.47,34.05,22,5215,1193,2048,1121,4.7009,500001
-118.47,34.04,32,2909,748,1310,706,4.516,350000
-118.47,34.04,21,5041,1491,2719,1420,3.5335,268800
-118.47,34.03,32,3024,784,1323,740,3.3889,347900
-118.47,34.03,31,2642,681,1303,625,3.5987,340500
-118.47,34.03,29,3287,882,1523,823,3.7381,290600
-118.47,34.02,41,2136,549,986,557,2.7254,444400
-118.47,34.02,38,2163,651,1759,584,2.3382,297500
-118.47,34.02,35,3057,774,2223,732,2.0745,332500
-118.47,34.01,44,2175,475,1019,448,4.793,470800
-118.47,34.01,44,2017,343,958,382,6.1014,480100
-118.47,34.01,43,1160,304,393,250,2.9167,461100
-118.47,34.01,41,752,201,482,207,2.5417,418200
-118.47,34.01,41,2704,557,1047,478,4.4211,462900
-118.47,34.01,27,1782,471,837,422,3.7727,413000
-118.47,34,42,1271,301,574,312,3.1304,340500
-118.47,34,37,2586,765,1801,737,2.6042,305800
-118.47,34,28,1259,302,668,280,4.2813,384400
-118.47,33.99,52,1523,447,636,408,3.0682,412500
-118.47,33.99,50,1568,501,764,478,3.015,414300
-118.47,33.99,41,1146,310,833,270,2.5938,285000
-118.47,33.99,37,2155,721,1082,637,3.4071,267500
-118.47,33.99,34,1875,501,1491,526,2.8417,321400
-118.47,33.99,31,1312,376,1178,330,2.0714,3e+05
-118.47,33.99,24,1438,454,665,416,2.975,500001
-118.48,35.14,4,8417,1657,4631,1468,3.6949,115800
-118.48,34.42,21,1375,259,728,258,5.0166,229000
-118.48,34.33,9,2384,395,1697,402,6.0891,270100
-118.48,34.28,35,2132,368,1128,341,5.3107,227100
-118.48,34.28,35,1511,274,873,254,5.5608,226700
-118.48,34.27,33,2649,449,1303,437,4.9955,216800
-118.48,34.26,36,1770,296,938,304,5.749,238000
-118.48,34.25,36,1951,395,1040,375,5.1619,195300
-118.48,34.25,35,1865,335,1074,337,5.1068,223300
-118.48,34.25,35,1442,276,795,268,4.9688,216900
-118.48,34.24,32,2621,412,1285,414,6.6537,267600
-118.48,34.23,35,1963,310,919,297,4.7583,258600
-118.48,34.23,30,1762,263,761,292,6.5268,273100
-118.48,34.23,29,3354,707,1752,650,4.5484,239900
-118.48,34.22,22,3430,1214,3618,1092,2.1974,93800
-118.48,34.21,25,2879,723,2077,649,3.3864,197400
-118.48,34.2,26,2027,559,1545,513,2.8974,189900
-118.48,34.2,23,2850,864,2249,777,2.6957,191700
-118.48,34.2,12,3831,1083,2258,967,2.4375,255400
-118.48,34.19,36,2058,423,1132,423,3.8833,210400
-118.48,34.16,32,2108,309,769,274,8.7172,500001
-118.48,34.16,30,3507,536,1427,525,6.7082,500001
-118.48,34.15,31,2536,429,990,424,5.4591,495500
-118.48,34.14,31,9320,1143,2980,1109,10.3599,500001
-118.48,34.07,40,3351,484,1564,523,8.5153,500001
-118.48,34.07,37,4042,549,1318,542,12.8665,500001
-118.48,34.07,29,4767,777,1500,638,10.7937,500001
-118.48,34.05,48,3623,528,1282,516,9.5221,500001
-118.48,34.05,36,2143,434,751,396,6.7496,500001
-118.48,34.04,49,3780,741,1435,690,4.3158,500001
-118.48,34.04,47,1956,277,724,277,8.9616,500001
-118.48,34.04,40,1395,285,610,262,3.9659,500001
-118.48,34.04,36,2539,535,979,500,3.6667,500001
-118.48,34.03,39,1530,401,1074,375,3.5076,381800
-118.48,34.03,32,1793,476,1143,448,2.8981,353600
-118.48,34.02,30,2027,609,1425,562,2.2917,330800
-118.48,34.02,29,1585,542,1019,487,2.7072,375000
-118.48,34.02,25,1583,460,983,422,2.7019,293800
-118.48,34.02,22,1249,483,1106,481,2.5261,375000
-118.48,34.02,11,72,16,150,20,2.625,250000
-118.48,34.01,40,2198,611,1023,567,3.755,398300
-118.48,34.01,31,2851,804,1410,782,4.0893,381500
-118.48,34,52,1359,395,521,368,2.6736,500001
-118.48,34,41,2584,743,1058,668,3.2061,370000
-118.48,34,29,1727,479,741,431,3.6121,5e+05
-118.48,34,25,4149,1067,1749,1000,3.9722,450000
-118.48,33.99,46,2219,686,1107,590,2.5523,387500
-118.48,33.96,16,895,181,237,149,12.0088,500001
-118.48,33.43,29,716,214,422,173,2.6042,287500
-118.49,34.43,15,8244,1409,4453,1357,5.4829,199600
-118.49,34.42,23,4166,756,2082,743,4.4107,213400
-118.49,34.31,25,1024,145,357,147,7.0598,356300
-118.49,34.29,26,4516,611,1714,581,9.2873,431800
-118.49,34.28,31,3508,585,1957,588,6.6458,285500
-118.49,34.28,27,2535,389,1071,386,6.8695,319400
