longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.110000,32.620000,27.000000,1846.000000,509.000000,1078.000000,482.000000,2.171900,131500.000000
-117.110000,32.590000,18.000000,2329.000000,580.000000,1538.000000,567.000000,2.117900,153100.000000
-117.110000,32.590000,17.000000,2020.000000,534.000000,1529.000000,500.000000,2.177300,143200.000000
-117.110000,32.580000,28.000000,1869.000000,407.000000,1074.000000,344.000000,2.598800,135600.000000
-117.110000,32.580000,21.000000,2894.000000,685.000000,2109.000000,712.000000,2.275500,125000.000000
-117.120000,34.460000,17.000000,1613.000000,326.000000,765.000000,300.000000,2.682700,110400.000000
-117.120000,34.060000,38.000000,281.000000,55.000000,151.000000,52.000000,1.390600,120800.000000
-117.120000,34.040000,25.000000,2495.000000,438.000000,1071.000000,405.000000,4.817300,146600.000000
-117.120000,33.520000,4.000000,30401.000000,4957.000000,13251.000000,4339.000000,4.584100,212300.000000
-117.120000,33.270000,11.000000,3016.000000,601.000000,1727.000000,541.000000,4.937500,232800.000000
-117.120000,33.150000,7.000000,2810.000000,464.000000,1564.000000,457.000000,4.465500,182800.000000
-117.120000,33.140000,16.000000,1710.000000,272.000000,1025.000000,267.000000,4.164100,163600.000000
-117.120000,33.140000,12.000000,2363.000000,408.000000,1211.000000,396.000000,3.896700,172600.000000
-117.120000,33.070000,45.000000,1032.000000,235.000000,363.000000,177.000000,3.638900,186600.000000
-117.120000,32.960000,16.000000,3050.000000,559.000000,1444.000000,512.000000,5.246300,156300.000000
-117.120000,32.960000,15.000000,2869.000000,405.000000,1526.000000,402.000000,6.017500,238300.000000
-117.120000,32.950000,8.000000,3670.000000,536.000000,1723.000000,592.000000,6.354200,218100.000000
-117.120000,32.950000,4.000000,9018.000000,1572.000000,4438.000000,1498.000000,4.988000,263700.000000
-117.120000,32.930000,7.000000,1427.000000,243.000000,927.000000,239.000000,5.362500,218900.000000
-117.120000,32.910000,8.000000,3405.000000,961.000000,1742.000000,918.000000,2.872800,114600.000000
-117.120000,32.900000,14.000000,3249.000000,937.000000,1929.000000,838.000000,2.858800,92500.000000
-117.120000,32.900000,13.000000,1743.000000,363.000000,854.000000,353.000000,4.666700,138200.000000
-117.120000,32.800000,31.000000,1727.000000,342.000000,879.000000,345.000000,3.812500,166300.000000
-117.120000,32.800000,29.000000,2863.000000,534.000000,1392.000000,522.000000,3.871900,174200.000000
-117.120000,32.780000,4.000000,2782.000000,817.000000,1309.000000,787.000000,4.262100,124200.000000
-117.120000,32.770000,48.000000,2012.000000,422.000000,893.000000,394.000000,2.792800,175000.000000
-117.120000,32.770000,43.000000,2167.000000,464.000000,977.000000,461.000000,3.125000,192200.000000
-117.120000,32.760000,33.000000,2279.000000,591.000000,1250.000000,576.000000,2.429700,139000.000000
-117.120000,32.760000,28.000000,2160.000000,608.000000,1339.000000,571.000000,1.915200,128100.000000
-117.120000,32.760000,28.000000,1605.000000,501.000000,936.000000,460.000000,2.599100,147500.000000
-117.120000,32.760000,27.000000,1426.000000,364.000000,792.000000,353.000000,2.067300,118800.000000
-117.120000,32.760000,23.000000,2681.000000,717.000000,1279.000000,648.000000,2.159700,116100.000000
-117.120000,32.760000,17.000000,1559.000000,462.000000,821.000000,428.000000,2.013900,150000.000000
-117.120000,32.750000,37.000000,2344.000000,546.000000,1134.000000,513.000000,2.439400,118300.000000
-117.120000,32.750000,20.000000,1406.000000,413.000000,850.000000,412.000000,2.326100,114600.000000
-117.120000,32.750000,17.000000,2060.000000,633.000000,1251.000000,602.000000,1.988600,119200.000000
-117.120000,32.750000,15.000000,2671.000000,724.000000,1800.000000,646.000000,2.139400,106700.000000
-117.120000,32.750000,13.000000,2795.000000,773.000000,1869.000000,690.000000,2.176700,101800.000000
-117.120000,32.740000,52.000000,1969.000000,389.000000,877.000000,424.000000,3.790000,163400.000000
-117.120000,32.740000,46.000000,1898.000000,441.000000,978.000000,439.000000,3.270800,155200.000000
-117.120000,32.730000,50.000000,2307.000000,424.000000,887.000000,356.000000,3.515600,168800.000000
-117.120000,32.720000,36.000000,6096.000000,1285.000000,3093.000000,1229.000000,3.370000,159100.000000
-117.120000,32.710000,33.000000,1256.000000,331.000000,1315.000000,321.000000,1.928600,78500.000000
-117.120000,32.710000,24.000000,421.000000,101.000000,396.000000,113.000000,0.643300,111300.000000
-117.120000,32.700000,38.000000,818.000000,217.000000,953.000000,231.000000,1.053100,65700.000000
-117.120000,32.700000,37.000000,1361.000000,348.000000,1398.000000,328.000000,1.168100,78100.000000
-117.120000,32.700000,36.000000,1011.000000,253.000000,763.000000,226.000000,1.818700,84100.000000
-117.120000,32.700000,14.000000,819.000000,237.000000,827.000000,237.000000,1.319400,90500.000000
-117.120000,32.690000,46.000000,200.000000,77.000000,180.000000,65.000000,1.065800,93800.000000
-117.120000,32.690000,37.000000,1082.000000,294.000000,1146.000000,265.000000,2.067300,88500.000000
-117.120000,32.580000,34.000000,2003.000000,466.000000,1226.000000,443.000000,3.061300,136700.000000
-117.120000,32.580000,26.000000,1360.000000,309.000000,869.000000,328.000000,3.021700,131600.000000
-117.120000,32.570000,21.000000,1738.000000,295.000000,983.000000,298.000000,4.827400,174100.000000
-117.120000,32.560000,20.000000,2524.000000,682.000000,1819.000000,560.000000,2.928600,257700.000000
-117.130000,34.880000,21.000000,3254.000000,669.000000,1548.000000,545.000000,2.337300,57100.000000
-117.130000,34.390000,29.000000,2251.000000,464.000000,855.000000,315.000000,3.418300,104100.000000
-117.130000,34.240000,17.000000,2828.000000,506.000000,673.000000,274.000000,5.256300,144100.000000
-117.130000,34.170000,17.000000,1181.000000,271.000000,248.000000,114.000000,5.576200,150000.000000
-117.130000,34.060000,4.000000,3078.000000,510.000000,1341.000000,486.000000,4.968800,163200.000000
-117.130000,33.890000,4.000000,1611.000000,239.000000,275.000000,84.000000,3.578100,244400.000000
-117.130000,33.150000,15.000000,2241.000000,381.000000,997.000000,390.000000,3.483300,193200.000000
-117.130000,33.140000,5.000000,2618.000000,539.000000,1320.000000,512.000000,4.105300,171400.000000
-117.130000,33.140000,16.000000,1649.000000,278.000000,993.000000,277.000000,4.852600,170700.000000
-117.130000,33.140000,12.000000,2258.000000,456.000000,1147.000000,433.000000,4.049500,153900.000000
-117.130000,33.130000,17.000000,3164.000000,652.000000,1123.000000,699.000000,2.082000,80000.000000
-117.130000,32.970000,10.000000,3486.000000,469.000000,1700.000000,483.000000,6.469600,249500.000000
-117.130000,32.960000,15.000000,2267.000000,292.000000,1180.000000,289.000000,6.712000,240200.000000
-117.130000,32.940000,15.000000,4846.000000,825.000000,2797.000000,823.000000,4.937500,180400.000000
-117.130000,32.930000,16.000000,2918.000000,444.000000,1697.000000,444.000000,5.306200,195500.000000
-117.130000,32.920000,17.000000,1481.000000,315.000000,1002.000000,300.000000,3.619600,163400.000000
-117.130000,32.920000,16.000000,2173.000000,399.000000,1460.000000,393.000000,4.261400,169600.000000
-117.130000,32.920000,16.000000,1580.000000,241.000000,917.000000,261.000000,4.726600,191100.000000
-117.130000,32.920000,16.000000,1565.000000,257.000000,893.000000,239.000000,5.503600,192300.000000
-117.130000,32.910000,16.000000,3230.000000,579.000000,1825.000000,576.000000,4.296900,151200.000000
-117.130000,32.910000,15.000000,1450.000000,266.000000,747.000000,290.000000,3.611100,196300.000000
-117.130000,32.900000,15.000000,2785.000000,644.000000,1798.000000,630.000000,3.715600,175200.000000
-117.130000,32.810000,26.000000,2119.000000,444.000000,1202.000000,440.000000,3.230800,166500.000000
-117.130000,32.810000,19.000000,2157.000000,554.000000,1349.000000,535.000000,2.765200,177400.000000
-117.130000,32.800000,35.000000,2129.000000,382.000000,1044.000000,350.000000,3.973200,174900.000000
-117.130000,32.800000,33.000000,2731.000000,456.000000,1263.000000,445.000000,4.556800,175300.000000
-117.130000,32.800000,15.000000,1606.000000,375.000000,784.000000,342.000000,3.723700,108300.000000
-117.130000,32.790000,35.000000,1458.000000,262.000000,723.000000,257.000000,4.209800,174100.000000
-117.130000,32.770000,30.000000,2582.000000,650.000000,1098.000000,603.000000,2.828100,171700.000000
-117.130000,32.760000,33.000000,1591.000000,461.000000,794.000000,425.000000,2.633300,140000.000000
-117.130000,32.760000,29.000000,2568.000000,682.000000,1191.000000,642.000000,2.109400,162500.000000
-117.130000,32.760000,27.000000,2280.000000,695.000000,1235.000000,664.000000,1.939200,142900.000000
-117.130000,32.760000,22.000000,2623.000000,732.000000,1283.000000,718.000000,2.156300,127100.000000
-117.130000,32.750000,50.000000,1476.000000,354.000000,698.000000,354.000000,3.000000,168800.000000
-117.130000,32.750000,37.000000,4142.000000,1031.000000,1936.000000,968.000000,2.693000,174100.000000
-117.130000,32.750000,31.000000,2336.000000,656.000000,1186.000000,609.000000,2.587200,130600.000000
-117.130000,32.750000,28.000000,2279.000000,671.000000,1166.000000,623.000000,1.950000,150000.000000
-117.130000,32.750000,24.000000,1877.000000,519.000000,898.000000,483.000000,2.226400,112500.000000
-117.130000,32.750000,23.000000,3999.000000,1182.000000,2051.000000,1130.000000,2.129200,135000.000000
-117.130000,32.750000,20.000000,2271.000000,602.000000,992.000000,520.000000,2.259900,157600.000000
-117.130000,32.740000,52.000000,1512.000000,321.000000,651.000000,321.000000,3.685200,185300.000000
-117.130000,32.740000,50.000000,1527.000000,338.000000,728.000000,322.000000,2.625000,203200.000000
-117.130000,32.740000,46.000000,3355.000000,768.000000,1457.000000,708.000000,2.660400,170100.000000
-117.130000,32.730000,52.000000,2676.000000,557.000000,1181.000000,537.000000,3.605800,213100.000000
-117.130000,32.730000,52.000000,1911.000000,415.000000,777.000000,412.000000,2.242900,221100.000000
-117.130000,32.730000,52.000000,1148.000000,214.000000,481.000000,215.000000,5.454000,240900.000000
-117.130000,32.730000,43.000000,2706.000000,667.000000,1531.000000,614.000000,2.151300,145000.000000
-117.130000,32.720000,9.000000,2436.000000,720.000000,1780.000000,653.000000,1.829900,137500.000000
-117.130000,32.720000,52.000000,1560.000000,307.000000,757.000000,315.000000,2.708300,199100.000000
-117.130000,32.720000,43.000000,2160.000000,504.000000,1221.000000,452.000000,2.482100,140600.000000
-117.130000,32.720000,32.000000,2197.000000,623.000000,1784.000000,599.000000,1.901000,120300.000000
-117.130000,32.720000,19.000000,1341.000000,435.000000,1048.000000,360.000000,1.975000,117900.000000
-117.130000,32.720000,17.000000,1285.000000,423.000000,1208.000000,409.000000,1.758000,126600.000000
-117.130000,32.710000,44.000000,1697.000000,413.000000,1396.000000,363.000000,1.547400,83300.000000
-117.130000,32.710000,42.000000,1145.000000,314.000000,1114.000000,307.000000,1.261400,87500.000000
-117.130000,32.710000,38.000000,993.000000,246.000000,760.000000,205.000000,1.156300,82700.000000
-117.130000,32.710000,37.000000,1220.000000,325.000000,1472.000000,323.000000,1.825000,81500.000000
-117.130000,32.710000,35.000000,614.000000,180.000000,691.000000,164.000000,1.695300,81300.000000
-117.130000,32.700000,48.000000,786.000000,230.000000,917.000000,231.000000,1.875000,75600.000000
-117.130000,32.700000,42.000000,1210.000000,292.000000,945.000000,258.000000,0.899100,78900.000000
-117.130000,32.700000,38.000000,1445.000000,392.000000,1286.000000,357.000000,1.463200,80200.000000
-117.130000,32.700000,35.000000,1179.000000,344.000000,1372.000000,330.000000,1.950900,70200.000000
-117.130000,32.630000,10.000000,7374.000000,1157.000000,1900.000000,794.000000,8.799100,478500.000000
-117.130000,32.580000,32.000000,1870.000000,437.000000,1142.000000,426.000000,2.319400,159400.000000
-117.130000,32.580000,27.000000,1417.000000,373.000000,814.000000,348.000000,2.360300,195300.000000
-117.140000,34.750000,33.000000,552.000000,120.000000,347.000000,97.000000,1.815800,100000.000000
-117.140000,34.070000,3.000000,5542.000000,828.000000,2506.000000,806.000000,5.587500,162000.000000
-117.140000,34.050000,5.000000,2634.000000,359.000000,1173.000000,372.000000,6.746000,204100.000000
-117.140000,34.010000,26.000000,7561.000000,1051.000000,2909.000000,1012.000000,7.297200,269600.000000
-117.140000,33.940000,5.000000,4873.000000,639.000000,1947.000000,568.000000,6.322300,223200.000000
-117.140000,33.390000,17.000000,2889.000000,587.000000,1931.000000,510.000000,3.854700,208300.000000
-117.140000,33.230000,11.000000,4068.000000,829.000000,918.000000,500.000000,3.127200,281300.000000
-117.140000,33.180000,11.000000,5546.000000,974.000000,2300.000000,970.000000,3.710900,199800.000000
-117.140000,33.160000,16.000000,1660.000000,236.000000,733.000000,214.000000,5.687400,202700.000000
-117.140000,33.150000,17.000000,1149.000000,182.000000,702.000000,192.000000,5.569600,168400.000000
-117.140000,33.150000,16.000000,1129.000000,198.000000,758.000000,178.000000,5.034600,174600.000000
-117.140000,33.120000,7.000000,6126.000000,1032.000000,2662.000000,923.000000,4.900500,264000.000000
-117.140000,33.070000,12.000000,9302.000000,1603.000000,4074.000000,1504.000000,4.351300,199600.000000
-117.140000,32.960000,12.000000,5949.000000,799.000000,2936.000000,781.000000,6.372100,241500.000000
-117.140000,32.930000,16.000000,2412.000000,419.000000,1612.000000,422.000000,4.508600,171100.000000
-117.140000,32.930000,14.000000,1946.000000,463.000000,1205.000000,390.000000,4.210900,171200.000000
-117.140000,32.930000,12.000000,1474.000000,364.000000,1009.000000,372.000000,4.052100,166700.000000
-117.140000,32.920000,7.000000,1308.000000,418.000000,766.000000,390.000000,3.215100,106300.000000
-117.140000,32.920000,6.000000,3069.000000,750.000000,1541.000000,736.000000,3.814000,132500.000000
-117.140000,32.920000,15.000000,3242.000000,595.000000,1936.000000,593.000000,4.970600,184700.000000
-117.140000,32.910000,14.000000,3014.000000,710.000000,2165.000000,705.000000,3.783700,160300.000000
-117.140000,32.830000,25.000000,2161.000000,462.000000,896.000000,468.000000,2.228400,177500.000000
-117.140000,32.810000,34.000000,1748.000000,294.000000,800.000000,294.000000,4.488600,179100.000000
-117.140000,32.800000,41.000000,2423.000000,469.000000,1813.000000,466.000000,2.115700,156900.000000
-117.140000,32.800000,35.000000,1267.000000,212.000000,710.000000,204.000000,2.536800,169600.000000
-117.140000,32.790000,35.000000,3578.000000,582.000000,1568.000000,553.000000,4.781300,188600.000000
-117.140000,32.790000,31.000000,984.000000,161.000000,422.000000,158.000000,5.282000,183000.000000
-117.140000,32.760000,35.000000,1785.000000,493.000000,965.000000,506.000000,2.079200,160000.000000
-117.140000,32.760000,32.000000,2587.000000,681.000000,1246.000000,650.000000,2.172700,145500.000000
-117.140000,32.760000,28.000000,3025.000000,756.000000,1328.000000,695.000000,2.694000,164100.000000
-117.140000,32.760000,24.000000,3523.000000,991.000000,1775.000000,873.000000,2.127300,142300.000000
-117.140000,32.750000,37.000000,1832.000000,525.000000,955.000000,488.000000,2.785200,129200.000000
-117.140000,32.750000,35.000000,1391.000000,329.000000,726.000000,317.000000,2.681800,159400.000000
-117.140000,32.750000,29.000000,1961.000000,565.000000,1002.000000,569.000000,2.281300,118100.000000
-117.140000,32.750000,27.000000,1551.000000,464.000000,880.000000,400.000000,2.416700,131300.000000
-117.140000,32.740000,47.000000,1494.000000,327.000000,689.000000,304.000000,3.125000,172700.000000
-117.140000,32.740000,16.000000,6075.000000,1816.000000,2592.000000,1634.000000,2.555300,178100.000000
-117.140000,32.730000,26.000000,450.000000,132.000000,317.000000,109.000000,4.000000,137500.000000
-117.140000,32.720000,43.000000,1073.000000,344.000000,660.000000,279.000000,2.052900,168800.000000
-117.140000,32.720000,42.000000,1558.000000,458.000000,1227.000000,407.000000,2.280400,139100.000000
-117.140000,32.720000,34.000000,2533.000000,862.000000,2011.000000,778.000000,2.119900,160400.000000
-117.140000,32.710000,52.000000,979.000000,314.000000,975.000000,297.000000,1.237500,100000.000000
-117.140000,32.710000,52.000000,800.000000,313.000000,1337.000000,282.000000,1.559400,87500.000000
-117.140000,32.710000,52.000000,1225.000000,332.000000,955.000000,321.000000,1.601100,106300.000000
-117.140000,32.710000,43.000000,966.000000,255.000000,857.000000,208.000000,1.284100,72000.000000
-117.140000,32.710000,39.000000,1647.000000,478.000000,2176.000000,479.000000,1.764200,82900.000000
-117.140000,32.710000,34.000000,1694.000000,455.000000,1467.000000,425.000000,2.116400,139400.000000
-117.140000,32.700000,48.000000,510.000000,180.000000,545.000000,132.000000,1.800800,86500.000000
-117.140000,32.700000,44.000000,658.000000,218.000000,869.000000,212.000000,1.933800,89400.000000
-117.140000,32.700000,43.000000,1126.000000,289.000000,1132.000000,294.000000,2.187500,87000.000000
-117.140000,32.700000,40.000000,1227.000000,330.000000,1199.000000,316.000000,1.218800,92500.000000
-117.140000,32.700000,36.000000,633.000000,148.000000,557.000000,139.000000,1.572900,82700.000000
-117.140000,32.700000,32.000000,1280.000000,353.000000,1335.000000,330.000000,1.602300,77300.000000
-117.150000,34.830000,30.000000,5370.000000,1062.000000,2778.000000,944.000000,3.099000,66800.000000
-117.150000,34.480000,31.000000,265.000000,55.000000,186.000000,55.000000,2.125000,64800.000000
-117.150000,34.220000,10.000000,1039.000000,174.000000,317.000000,109.000000,7.237100,171900.000000
-117.150000,34.070000,15.000000,1852.000000,316.000000,906.000000,298.000000,5.352600,129800.000000
