"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
-118.37,33.88,21,966,172,417,158,5.5335,342600
-118.37,33.87,23,1829,331,891,356,6.5755,359900
-118.37,33.87,19,757,148,361,141,6.02,304200
-118.37,33.87,18,2516,485,1128,433,5.0114,338600
-118.37,33.87,13,2907,726,1573,694,3.5048,294000
-118.37,33.86,28,2685,581,1243,529,4.119,324000
-118.37,33.85,34,2415,404,1278,414,6.1599,341200
-118.37,33.85,29,3662,586,1626,611,6.3974,410000
-118.37,33.85,25,5622,998,2537,1009,5.785,395300
-118.37,33.84,32,1751,328,819,323,6.7105,339000
-118.37,33.84,27,3245,605,1572,556,5.3773,379000
-118.37,33.83,35,1207,207,601,213,4.7308,353400
-118.37,33.82,39,2794,444,1319,441,5.878,387800
-118.37,33.82,36,2463,447,1125,424,6.0176,352700
-118.37,33.82,36,2416,394,1115,386,6.256,366900
-118.37,33.82,32,2815,607,1338,609,4.5687,381200
-118.37,33.81,36,2031,339,817,337,5.1271,458300
-118.37,33.81,36,1283,209,563,209,6.9296,500001
-118.37,33.81,33,5057,790,2021,748,6.8553,482200
-118.37,33.79,36,1596,234,654,223,8.2064,500001
-118.37,33.77,26,6339,876,2540,880,10.1447,500001
-118.38,34.3,39,1622,355,903,314,4.1125,183000
-118.38,34.22,20,1176,344,864,318,2.375,177700
-118.38,34.21,42,715,145,730,158,3.8,169500
-118.38,34.21,38,1363,395,1798,405,2.3182,171200
-118.38,34.21,35,1468,303,1295,300,3.7708,170600
-118.38,34.21,33,1981,484,1665,466,3.0833,179100
-118.38,34.2,32,993,285,1044,248,2.4306,187500
-118.38,34.2,23,4138,1171,3911,1068,3.0125,181700
-118.38,34.19,42,1308,289,950,302,2.7379,181500
-118.38,34.19,37,1434,394,1667,404,2.4375,176300
-118.38,34.19,30,977,264,736,258,1.9866,177400
-118.38,34.18,44,901,179,473,179,3.3125,186400
-118.38,34.18,40,2079,568,1396,526,3.0061,190800
-118.38,34.18,27,4834,1527,3847,1432,2.1449,165300
-118.38,34.18,24,1983,651,2251,574,2.4792,2e+05
-118.38,34.17,33,1588,454,739,392,2.8208,238500
-118.38,34.16,46,2609,593,1055,585,3.3177,309400
-118.38,34.16,42,2358,546,1065,523,3.1289,320600
-118.38,34.16,31,2197,501,944,474,3.7312,319400
-118.38,34.15,36,2933,619,1115,579,4.3036,365900
-118.38,34.14,42,1253,225,492,224,7.7112,386700
-118.38,34.11,38,2601,523,870,474,7.1134,416700
-118.38,34.1,39,3798,586,975,525,9.3092,500001
-118.38,34.09,24,8264,2437,3148,2274,3.5659,281300
-118.38,34.08,48,1226,288,370,264,3.9375,450000
-118.38,34.08,30,4524,1312,1910,1243,2.8889,335300
-118.38,34.08,25,4625,1307,1739,1191,3.3989,485000
-118.38,34.07,48,2799,596,1235,561,4.4896,500001
-118.38,34.07,21,3653,956,1510,890,3.5573,500001
-118.38,34.07,16,4814,1381,1897,1209,3.3725,375000
-118.38,34.06,52,1311,217,578,205,7.6771,500001
-118.38,34.06,50,1509,291,690,259,6.2344,500001
-118.38,34.06,31,4345,1158,1987,1070,2.8233,310000
-118.38,34.06,28,2522,616,991,574,3.1475,362500
-118.38,34.06,25,2558,661,1183,636,3.5556,5e+05
-118.38,34.05,52,2053,480,900,417,3.0707,417900
-118.38,34.05,52,1241,210,526,214,4.4191,334100
-118.38,34.05,52,1004,231,590,226,4.2404,351000
-118.38,34.05,40,2352,598,1133,563,3.238,287500
-118.38,34.04,45,767,130,254,118,6.2895,340400
-118.38,34.04,39,2614,569,1665,553,3.4063,271600
-118.38,34.04,35,2237,592,1794,543,2.2961,207700
-118.38,34.04,31,2846,727,2120,672,2.7226,254200
-118.38,34.03,44,1913,441,1295,432,3.9537,266400
-118.38,34.03,43,912,255,705,246,2.6402,185700
-118.38,34.03,36,2101,569,1756,527,2.9344,222100
-118.38,34.02,45,2098,486,1343,481,3.9615,268600
-118.38,34.02,31,1893,450,819,426,4.3077,140600
-118.38,34.01,18,9528,2075,3922,1920,4.7612,304100
-118.38,33.99,21,11308,3039,5127,2839,4.6277,228300
-118.38,33.97,42,1859,337,813,326,6.019,294500
-118.38,33.96,44,2395,458,1287,450,4.6923,299000
-118.38,33.95,35,3259,967,2003,920,3.2708,4e+05
-118.38,33.95,29,1821,588,1397,523,2.5833,187500
-118.38,33.88,39,1489,282,743,270,4.8611,456100
-118.38,33.88,36,2501,443,1031,422,4.75,442100
-118.38,33.88,34,1830,315,822,307,5.0602,453700
-118.38,33.88,33,1313,244,561,217,5.2999,359400
-118.38,33.88,27,3039,606,1421,564,5.5771,345500
-118.38,33.87,33,1993,371,918,361,6.9021,337600
-118.38,33.87,27,2287,491,1101,466,4.675,316900
-118.38,33.87,23,2387,418,1008,415,5.8518,337900
-118.38,33.87,21,4151,1018,2054,925,4.9821,292900
-118.38,33.87,17,2791,579,1467,583,5.7415,321900
-118.38,33.86,29,2787,475,1182,444,6.7613,352700
-118.38,33.86,15,1778,311,908,330,7.674,329300
-118.38,33.85,31,3533,729,1647,679,5.5843,384600
-118.38,33.85,28,4430,928,2131,885,4.9384,378100
-118.38,33.84,25,5775,1149,2637,1117,5.4968,379800
-118.38,33.83,40,3070,570,1264,506,5.1626,432700
-118.38,33.83,35,2152,454,902,414,4.5179,427200
-118.38,33.83,20,2270,498,1070,521,4.4615,384800
-118.38,33.82,38,1318,237,547,225,6.0308,416700
-118.38,33.82,34,1822,364,750,366,5.9907,500001
-118.38,33.81,41,1889,301,802,278,6.015,488500
-118.38,33.81,39,2400,373,877,372,5.7361,500001
-118.38,33.81,36,1018,148,329,169,10.5045,500001
-118.38,33.81,33,2349,407,954,373,6.4956,483600
-118.38,33.81,20,1975,306,703,292,8.5491,410300
-118.38,33.8,36,4421,702,1433,624,8.0838,500001
-118.38,33.79,32,10445,1620,4474,1576,7.7042,500001
-118.38,33.77,21,11353,1537,4649,1504,9.821,500001
-118.38,33.75,23,8277,1290,3176,1159,7.6986,500001
-118.39,37.37,25,3295,824,1477,770,1.8325,105800
-118.39,34.28,24,4694,820,3566,777,4.4818,166200
-118.39,34.22,40,712,149,533,155,3.695,165200
-118.39,34.22,35,1790,334,1277,345,5.0818,186800
-118.39,34.21,32,1869,441,1516,432,3.6845,178500
-118.39,34.21,14,2807,868,2729,803,2.6667,172400
-118.39,34.2,19,2012,732,3483,731,2.2234,181300
-118.39,34.2,17,2594,1028,3950,973,2.0348,177200
-118.39,34.19,41,2000,485,1439,461,3.0491,192000
-118.39,34.19,25,3794,989,2454,876,2.9982,204200
-118.39,34.19,23,1875,710,2555,657,2.0968,162500
-118.39,34.18,44,477,91,220,112,3.3906,223800
-118.39,34.18,42,1957,389,985,414,2.9327,240200
-118.39,34.17,40,1696,372,835,385,3.6563,222400
-118.39,34.17,28,2790,748,1351,697,3.2052,283600
-118.39,34.17,26,6429,1611,2806,1491,3.1929,265200
-118.39,34.17,26,3345,818,1599,773,3.3516,241500
-118.39,34.16,46,1582,279,603,283,5.1169,414300
-118.39,34.16,37,1388,286,547,258,5.1584,444700
-118.39,34.16,20,4084,1062,1637,987,3.2388,256300
-118.39,34.15,36,2696,713,905,659,3.1146,373500
-118.39,34.15,29,917,181,379,183,3.4612,425000
-118.39,34.15,29,3110,650,1212,642,4.2031,394400
-118.39,34.14,34,4624,781,1572,719,6.5533,500001
-118.39,34.14,19,5076,1034,2021,960,5.5683,309200
-118.39,34.09,41,730,126,230,125,4.3214,500001
-118.39,34.09,28,2347,608,785,548,4.4167,425000
-118.39,34.09,27,4312,1214,1634,1097,3.6207,362500
-118.39,34.08,52,3759,464,1407,422,15.0001,500001
-118.39,34.08,52,1244,304,444,282,3.5114,430800
-118.39,34.08,28,833,230,349,210,3.067,375000
-118.39,34.07,45,3143,553,1153,564,5.7762,500001
-118.39,34.06,52,1213,194,503,194,8.0095,500001
-118.39,34.06,39,3299,831,1649,759,3.3295,500001
-118.39,34.06,37,2975,705,1291,654,5.3316,500001
-118.39,34.05,47,1621,314,724,311,5.7509,474100
-118.39,34.05,42,3105,559,1253,531,5.222,500001
-118.39,34.05,42,1467,203,577,204,6.6368,500001
-118.39,34.05,25,2814,701,1139,658,4.0153,460000
-118.39,34.04,52,1492,277,666,289,4.7386,340400
-118.39,34.04,49,1230,279,669,269,3.9038,308300
-118.39,34.04,45,2089,312,834,305,7.3028,500001
-118.39,34.04,44,1873,286,635,283,5.5951,461300
-118.39,34.04,41,101,23,85,30,4.125,237500
-118.39,34.03,39,1366,375,1237,370,3.7206,230900
-118.39,34.03,28,1722,536,1161,481,3.2228,232500
-118.39,34.03,19,1450,509,746,437,3.1415,55000
-118.39,34.02,45,1577,421,1042,375,3.4375,314500
-118.39,34.02,38,2521,647,1091,597,4.1296,322900
-118.39,34.02,38,2447,636,1312,574,3.5909,279400
-118.39,34.01,35,4424,918,2101,888,3.9688,355100
-118.39,34.01,25,1101,285,543,294,2.3571,340600
-118.39,34,40,1565,269,826,268,5.2035,485700
-118.39,34,35,1465,386,1104,345,4.056,339100
-118.39,33.99,43,612,135,402,142,5.1322,314900
-118.39,33.97,44,1097,186,513,185,6.235,361400
-118.39,33.97,43,2700,510,1146,506,5.1333,345900
-118.39,33.97,38,993,175,374,180,6.2673,357200
-118.39,33.96,45,1361,252,581,263,5.8143,340700
-118.39,33.92,41,80,20,61,23,5.25,247200
-118.39,33.9,7,4314,725,1699,718,8.2037,500001
-118.39,33.89,40,826,143,389,147,7.1845,438100
-118.39,33.89,38,1851,332,750,314,7.3356,422700
-118.39,33.89,30,2532,464,1056,419,6.3434,460400
-118.39,33.88,35,1267,216,521,191,6.0441,470000
-118.39,33.88,34,1973,367,843,345,6.077,472700
-118.39,33.88,33,2496,387,1098,404,7.6685,474300
-118.39,33.88,31,1448,244,607,259,8.1513,500001
-118.39,33.87,34,2395,469,1087,438,5.9683,394600
-118.39,33.87,19,3303,584,1329,569,7.521,340400
-118.39,33.86,34,2361,442,915,437,5.687,392400
-118.39,33.86,28,3619,764,1735,789,6.1404,368400
-118.39,33.86,24,2386,582,1152,568,4.8971,400700
-118.39,33.85,24,4373,871,1830,824,5.7128,366200
-118.39,33.85,17,1610,379,670,341,4.3594,349000
-118.39,33.83,32,2075,539,954,519,5.637,500001
-118.39,33.81,35,1008,165,391,167,3.7778,487500
-118.39,33.71,18,1193,233,475,228,7.5594,500001
-118.4,37.36,34,2465,619,1172,575,1.9722,116100
-118.4,34.7,10,4122,814,2164,710,4.2941,151600
-118.4,34.41,22,4443,560,1573,496,10.0285,500001
-118.4,34.28,16,6573,1480,6161,1473,3.3304,154900
-118.4,34.26,13,4379,872,2560,853,4.2538,154300
-118.4,34.25,13,1872,497,1927,432,2.2019,134200
-118.4,34.24,35,2552,545,1850,503,4.775,179500
-118.4,34.23,37,1404,266,889,274,4.0049,190000
-118.4,34.23,36,1643,349,1414,337,4.1181,172700
-118.4,34.22,43,1220,222,729,230,3.6442,186300
-118.4,34.21,45,972,181,554,187,4.8194,181300
-118.4,34.21,30,2453,544,1753,506,2.9803,191500
-118.4,34.2,30,2392,655,1987,609,2.8424,226400
-118.4,34.2,13,4859,1293,3351,1200,3.6875,211900
-118.4,34.19,37,934,231,587,230,3.625,181300
-118.4,34.19,35,2180,599,1483,574,3.0395,191300
-118.4,34.19,35,1631,356,862,368,3.6007,261800
-118.4,34.18,32,3724,899,1912,791,3.5711,312700
-118.4,34.17,27,3588,911,1891,871,3.4013,286000
-118.4,34.17,24,6347,1548,2945,1492,3.3545,221500
-118.4,34.17,24,4443,1283,2421,1180,2.2652,269200
-118.4,34.16,45,1176,250,471,228,2.3333,364700
-118.4,34.16,35,1354,284,501,262,3.8056,384700
-118.4,34.16,34,2638,580,1150,551,4.2989,364700
-118.4,34.15,44,2515,510,967,484,5.0754,374500
-118.4,34.15,41,2394,500,837,417,4.3889,380400
-118.4,34.15,31,3881,909,1535,846,3.0398,369100
-118.4,34.14,52,1695,281,595,264,6.0678,399300
-118.4,34.14,45,417,89,187,88,5.1377,360700
-118.4,34.13,32,8262,1156,2712,1125,10.5575,500001
-118.4,34.11,32,5578,753,1567,697,15.0001,500001
-118.4,34.1,27,3979,510,1351,520,15.0001,500001
-118.4,34.09,45,2686,283,857,259,15.0001,500001
-118.4,34.08,52,3815,439,1266,413,15.0001,500001
-118.4,34.07,22,2170,593,850,520,2.9107,500001
-118.4,34.06,52,2501,362,748,349,6.6343,500001
-118.4,34.06,52,1871,326,646,284,8.2961,500001
-118.4,34.06,47,3652,967,1438,887,3.6964,500001
-118.4,34.06,37,3781,873,1725,838,4.1455,500001
-118.4,34.05,43,1028,145,394,149,10.4519,500001
-118.4,34.05,34,2113,459,859,432,3.6953,500001
-118.4,34.05,26,4473,923,1518,805,5.0762,500001
-118.4,34.04,40,2079,268,720,282,9.272,500001
-118.4,34.03,36,1831,296,871,269,8.1484,500001
-118.4,34.03,24,1101,318,491,287,3.2222,319400
-118.4,34.03,13,6152,1978,3397,1845,3.4058,275000
-118.4,34.02,27,515,201,397,228,2.4135,184400
-118.4,34.02,19,7297,2331,3870,2144,3.116,3e+05
-118.4,34.01,48,1427,253,693,268,5.7405,351600
-118.4,34.01,44,1494,262,618,266,5.4035,356300
-118.4,34,44,2122,385,1012,367,4.6687,344300
-118.4,34,37,1534,258,751,259,5.444,336000
-118.4,34,34,1816,335,872,339,4.85,329400
-118.4,33.99,36,1280,240,704,217,5.9632,328100
-118.4,33.99,36,1225,213,591,227,5.4663,326700
-118.4,33.98,39,714,118,314,117,5.9856,432100
-118.4,33.98,36,2526,452,996,441,5.611,456600
-118.4,33.97,44,2825,453,1221,461,5.9544,377200
-118.4,33.97,38,1089,174,502,180,7.5953,434800
-118.4,33.97,37,1364,248,494,242,4.6364,456300
-118.4,33.97,35,913,161,451,172,5.6169,411200
-118.4,33.96,44,1877,314,877,320,6.8197,363600
-118.4,33.96,43,2416,454,1028,409,5.6732,330700
-118.4,33.93,35,2217,447,1000,450,4.7319,376100
-118.4,33.92,32,2828,629,1313,534,4.5987,363800
-118.4,33.92,25,1453,271,695,283,5.9499,345800
-118.4,33.9,38,2868,466,1098,438,7.9059,477100
-118.4,33.9,34,2674,435,1087,431,7.3151,492200
-118.4,33.89,36,2334,430,1033,407,6.6321,481500
-118.4,33.89,36,2127,314,807,306,8.1596,500001
-118.4,33.89,31,2926,492,1149,476,7.9611,500001
-118.4,33.88,42,1516,341,634,327,6.2356,472700
-118.4,33.88,36,3022,482,1278,494,7.2651,500001
-118.4,33.88,36,1543,214,474,187,9.3399,500001
-118.4,33.88,35,1753,296,615,275,7.5,500001
-118.4,33.88,35,1060,191,444,196,8.0015,500001
-118.4,33.87,45,2093,497,842,472,6.3231,500001
-118.4,33.87,40,1679,372,719,385,6.435,479500
-118.4,33.87,38,2398,431,911,392,5.2319,500001
-118.4,33.87,34,3145,786,1352,727,5.0976,469800
-118.4,33.86,41,2237,597,938,523,4.7105,500001
-118.4,33.86,18,5152,1365,2286,1243,5.1677,380800
-118.4,33.85,29,2085,533,919,489,5.6017,430000
-118.4,33.78,26,5005,776,2357,790,8.5421,500001
-118.4,33.78,24,4787,562,1653,548,12.9758,500001
-118.41,35.63,15,5907,1257,2310,1001,2.3125,96900
-118.41,34.32,18,6572,1105,3473,1067,5.2987,203400
-118.41,34.3,28,3187,569,2205,559,5.1668,187400
-118.41,34.29,35,1008,204,1162,215,3.35,147600
-118.41,34.29,32,1591,320,1818,306,4.2969,145800
-118.41,34.28,32,2574,531,2609,472,3.7566,146700
-118.41,34.27,38,858,203,1250,204,2.9219,137900
-118.41,34.26,38,870,205,1065,222,2.5313,136100
-118.41,34.25,36,1146,259,1173,272,3.6016,153800
-118.41,34.25,19,280,84,483,87,1.95,137500
-118.41,34.25,18,3447,857,3663,817,3.2284,157100
-118.41,34.24,38,490,101,402,100,3.125,175900
-118.41,34.23,35,1026,195,753,185,4.5909,179200
-118.41,34.21,35,2830,518,1577,524,5.35,210500
-118.41,34.2,32,2734,654,2209,610,3.5164,217200
-118.41,34.19,45,1106,225,595,228,3.6625,190700
-118.41,34.19,37,1993,425,939,400,2.8021,224600
-118.41,34.18,43,1840,356,966,323,4.7171,237900
-118.41,34.18,35,2785,663,1631,614,3.9038,276100
-118.41,34.18,30,2008,513,1052,496,3.0119,262200
-118.41,34.17,27,3277,648,1382,615,3.875,366100
-118.41,34.16,32,3060,505,1159,510,6.3703,465800
-118.41,34.16,14,577,150,372,130,4.1875,275000
-118.41,34.15,46,1628,259,500,258,6.083,424000
-118.41,34.15,33,4032,868,1695,869,4.3468,425900
-118.41,34.15,24,3891,866,1568,830,4.1656,364700
-118.41,34.07,52,3562,394,1163,361,15.0001,500001
-118.41,34.07,47,2979,626,1076,571,3.9904,500001
-118.41,34.06,43,4994,1057,1830,969,5.5321,500001
-118.41,34.06,43,2665,556,1015,506,4.1411,500001
-118.41,34.05,16,9728,2211,3026,1899,5.8758,500001
-118.41,34.04,52,2113,332,800,327,11.1768,500001
-118.41,34.04,52,1907,261,681,249,10.9805,500001
-118.41,34.04,49,601,95,228,106,8.0239,500001
-118.41,34.03,33,1730,386,994,363,3.7277,500001
-118.41,34.03,26,4376,1394,2435,1250,2.8418,327300
-118.41,34.03,24,3711,1192,1764,1147,3.1642,366700
-118.41,34.03,20,4374,1311,2165,1185,3.6019,463600
-118.41,34.02,35,1728,442,1161,420,3.725,310000
-118.41,34.02,34,1430,357,805,362,3.3462,307000
-118.41,34.02,27,2224,618,1594,625,3.0833,315500
-118.41,34.02,19,4702,1472,2636,1334,3.3955,225000
-118.41,34.02,16,5825,1866,3390,1752,3.0965,320000
-118.41,34.01,44,2010,394,961,365,4.5982,333500
-118.41,34.01,43,2000,529,1290,514,4.7031,302500
-118.41,34.01,33,3306,974,2475,924,2.8797,285300
-118.41,34.01,26,2503,449,1218,426,5.3683,500001
-118.41,34,37,1426,259,689,261,5.5284,331000
-118.41,34,35,684,161,381,159,2.8393,272000
-118.41,34,30,3550,934,3738,880,3.191,271200
-118.41,34,18,1307,441,884,456,2.9338,276300
-118.41,33.97,44,2298,388,849,360,5.5941,363500
-118.41,33.97,43,1464,224,581,232,6.2022,365900
